date,date_id,date_str,year,quarter,quarter_name,year_quarter,month,month_name,month_short,month_year,day_of_month,day_of_week,day_name,is_weekend,fiscal_year,fiscal_quarter
2024-10-19,20241019,2024-10-19,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,19,6,Saturday,1,FY2024,FQ4
2024-10-20,20241020,2024-10-20,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,20,7,Sunday,1,FY2024,FQ4
2024-10-21,20241021,2024-10-21,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,21,1,Monday,0,FY2024,FQ4
2024-10-22,20241022,2024-10-22,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,22,2,Tuesday,0,FY2024,FQ4
2024-10-23,20241023,2024-10-23,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,23,3,Wednesday,0,FY2024,FQ4
2024-10-24,20241024,2024-10-24,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,24,4,Thursday,0,FY2024,FQ4
2024-10-25,20241025,2024-10-25,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,25,5,Friday,0,FY2024,FQ4
2024-10-26,20241026,2024-10-26,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,26,6,Saturday,1,FY2024,FQ4
2024-10-27,20241027,2024-10-27,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,27,7,Sunday,1,FY2024,FQ4
2024-10-28,20241028,2024-10-28,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,28,1,Monday,0,FY2024,FQ4
2024-10-29,20241029,2024-10-29,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,29,2,Tuesday,0,FY2024,FQ4
2024-10-30,20241030,2024-10-30,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,30,3,Wednesday,0,FY2024,FQ4
2024-10-31,20241031,2024-10-31,2024,4,Q4,2024-Q4,10,October,Oct,2024-10,31,4,Thursday,0,FY2024,FQ4
2024-11-01,20241101,2024-11-01,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,1,5,Friday,0,FY2024,FQ4
2024-11-02,20241102,2024-11-02,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,2,6,Saturday,1,FY2024,FQ4
2024-11-03,20241103,2024-11-03,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,3,7,Sunday,1,FY2024,FQ4
2024-11-04,20241104,2024-11-04,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,4,1,Monday,0,FY2024,FQ4
2024-11-05,20241105,2024-11-05,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,5,2,Tuesday,0,FY2024,FQ4
2024-11-06,20241106,2024-11-06,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,6,3,Wednesday,0,FY2024,FQ4
2024-11-07,20241107,2024-11-07,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,7,4,Thursday,0,FY2024,FQ4
2024-11-08,20241108,2024-11-08,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,8,5,Friday,0,FY2024,FQ4
2024-11-09,20241109,2024-11-09,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,9,6,Saturday,1,FY2024,FQ4
2024-11-10,20241110,2024-11-10,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,10,7,Sunday,1,FY2024,FQ4
2024-11-11,20241111,2024-11-11,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,11,1,Monday,0,FY2024,FQ4
2024-11-12,20241112,2024-11-12,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,12,2,Tuesday,0,FY2024,FQ4
2024-11-13,20241113,2024-11-13,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,13,3,Wednesday,0,FY2024,FQ4
2024-11-14,20241114,2024-11-14,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,14,4,Thursday,0,FY2024,FQ4
2024-11-15,20241115,2024-11-15,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,15,5,Friday,0,FY2024,FQ4
2024-11-16,20241116,2024-11-16,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,16,6,Saturday,1,FY2024,FQ4
2024-11-17,20241117,2024-11-17,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,17,7,Sunday,1,FY2024,FQ4
2024-11-18,20241118,2024-11-18,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,18,1,Monday,0,FY2024,FQ4
2024-11-19,20241119,2024-11-19,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,19,2,Tuesday,0,FY2024,FQ4
2024-11-20,20241120,2024-11-20,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,20,3,Wednesday,0,FY2024,FQ4
2024-11-21,20241121,2024-11-21,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,21,4,Thursday,0,FY2024,FQ4
2024-11-22,20241122,2024-11-22,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,22,5,Friday,0,FY2024,FQ4
2024-11-23,20241123,2024-11-23,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,23,6,Saturday,1,FY2024,FQ4
2024-11-24,20241124,2024-11-24,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,24,7,Sunday,1,FY2024,FQ4
2024-11-25,20241125,2024-11-25,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,25,1,Monday,0,FY2024,FQ4
2024-11-26,20241126,2024-11-26,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,26,2,Tuesday,0,FY2024,FQ4
2024-11-27,20241127,2024-11-27,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,27,3,Wednesday,0,FY2024,FQ4
2024-11-28,20241128,2024-11-28,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,28,4,Thursday,0,FY2024,FQ4
2024-11-29,20241129,2024-11-29,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,29,5,Friday,0,FY2024,FQ4
2024-11-30,20241130,2024-11-30,2024,4,Q4,2024-Q4,11,November,Nov,2024-11,30,6,Saturday,1,FY2024,FQ4
2024-12-01,20241201,2024-12-01,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,1,7,Sunday,1,FY2024,FQ4
2024-12-02,20241202,2024-12-02,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,2,1,Monday,0,FY2024,FQ4
2024-12-03,20241203,2024-12-03,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,3,2,Tuesday,0,FY2024,FQ4
2024-12-04,20241204,2024-12-04,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,4,3,Wednesday,0,FY2024,FQ4
2024-12-05,20241205,2024-12-05,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,5,4,Thursday,0,FY2024,FQ4
2024-12-06,20241206,2024-12-06,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,6,5,Friday,0,FY2024,FQ4
2024-12-07,20241207,2024-12-07,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,7,6,Saturday,1,FY2024,FQ4
2024-12-08,20241208,2024-12-08,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,8,7,Sunday,1,FY2024,FQ4
2024-12-09,20241209,2024-12-09,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,9,1,Monday,0,FY2024,FQ4
2024-12-10,20241210,2024-12-10,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,10,2,Tuesday,0,FY2024,FQ4
2024-12-11,20241211,2024-12-11,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,11,3,Wednesday,0,FY2024,FQ4
2024-12-12,20241212,2024-12-12,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,12,4,Thursday,0,FY2024,FQ4
2024-12-13,20241213,2024-12-13,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,13,5,Friday,0,FY2024,FQ4
2024-12-14,20241214,2024-12-14,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,14,6,Saturday,1,FY2024,FQ4
2024-12-15,20241215,2024-12-15,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,15,7,Sunday,1,FY2024,FQ4
2024-12-16,20241216,2024-12-16,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,16,1,Monday,0,FY2024,FQ4
2024-12-17,20241217,2024-12-17,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,17,2,Tuesday,0,FY2024,FQ4
2024-12-18,20241218,2024-12-18,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,18,3,Wednesday,0,FY2024,FQ4
2024-12-19,20241219,2024-12-19,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,19,4,Thursday,0,FY2024,FQ4
2024-12-20,20241220,2024-12-20,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,20,5,Friday,0,FY2024,FQ4
2024-12-21,20241221,2024-12-21,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,21,6,Saturday,1,FY2024,FQ4
2024-12-22,20241222,2024-12-22,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,22,7,Sunday,1,FY2024,FQ4
2024-12-23,20241223,2024-12-23,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,23,1,Monday,0,FY2024,FQ4
2024-12-24,20241224,2024-12-24,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,24,2,Tuesday,0,FY2024,FQ4
2024-12-25,20241225,2024-12-25,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,25,3,Wednesday,0,FY2024,FQ4
2024-12-26,20241226,2024-12-26,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,26,4,Thursday,0,FY2024,FQ4
2024-12-27,20241227,2024-12-27,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,27,5,Friday,0,FY2024,FQ4
2024-12-28,20241228,2024-12-28,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,28,6,Saturday,1,FY2024,FQ4
2024-12-29,20241229,2024-12-29,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,29,7,Sunday,1,FY2024,FQ4
2024-12-30,20241230,2024-12-30,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,30,1,Monday,0,FY2024,FQ4
2024-12-31,20241231,2024-12-31,2024,4,Q4,2024-Q4,12,December,Dec,2024-12,31,2,Tuesday,0,FY2024,FQ4
